ID,Type,Group,PAR,Date,Time,Channel,User,SensorID,Sensor_Name,delta_t,Time_Unit,Value,O2_Unit,Mode,Phase,Phase_Unit,Amplitude,Amplitude_Unit,Temp,Temp_Unit,Pressure,Pressure_Unit,Salinity,Salinity_Unit,Error,Cal0,Cal0_Unit,T0,T0_Unit,O2Cal2nd,O2_Unit,Cal2nd,Cal2nd_Unit,T2nd,T2nd_Unit,CalPressure,CalPressure_Unit,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal_Mode,SignalLEDCurrent,User_Signal_Intensity,ReferenceLEDCurrent,Reference_Amplitude,Device_Serial,FwVersion,SwVersion,Sensor_Type,BatchID,Calibration_Date,Sensor_Lot,PreSens_Calibr,Battery_Voltage,Battery_Voltage_Unit,Cal0_Amplitude,Cal0_Amplitude_Unit,Cal2nd_Amplitude,Cal2nd_Amplitude_Unit
b2.3,Blank,15,420,07/26/2022,10:50:25,1,Luka,904702187,POF1,2.673,min,234.692,μmol/L,Humid,27.746,deg,8335,µV,17.649,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37471.51,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:50:35,1,Luka,904702187,POF1,2.84,min,238.437,μmol/L,Humid,27.577,deg,8364,µV,17.649,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37483.07,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:50:45,1,Luka,904702187,POF1,3.006,min,235.268,μmol/L,Humid,27.722,deg,8316,µV,17.643,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37477.21,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:50:55,1,Luka,904702187,POF1,3.172,min,237.856,μmol/L,Humid,27.603,deg,8363,µV,17.649,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37480.03,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:51:05,1,Luka,904702187,POF1,3.339,min,236.482,μmol/L,Humid,27.667,deg,8315,µV,17.643,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37456.95,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:51:15,1,Luka,904702187,POF1,3.506,min,236.798,μmol/L,Humid,27.655,deg,8336,µV,17.637,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37467.98,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:51:25,1,Luka,904702187,POF1,3.673,min,233.991,μmol/L,Humid,27.778,deg,8313,µV,17.649,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37463.73,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:51:35,1,Luka,904702187,POF1,3.839,min,231.931,μmol/L,Humid,27.875,deg,8305,µV,17.643,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37464.03,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:51:45,1,Luka,904702187,POF1,4.006,min,235.802,μmol/L,Humid,27.7,deg,8354,µV,17.637,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37490.41,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:51:55,1,Luka,904702187,POF1,4.172,min,240.348,μmol/L,Humid,27.492,deg,8305,µV,17.649,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37485.46,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:52:05,1,Luka,904702187,POF1,4.339,min,236.61,μmol/L,Humid,27.659,deg,8332,µV,17.649,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37454.24,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:52:15,1,Luka,904702187,POF1,4.506,min,236.394,μmol/L,Humid,27.671,deg,8303,µV,17.643,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37457.31,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:52:25,1,Luka,904702187,POF1,4.673,min,237.175,μmol/L,Humid,27.638,deg,8333,µV,17.637,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37458.49,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,420,07/26/2022,10:52:35,1,Luka,904702187,POF1,4.839,min,237.883,μmol/L,Humid,27.604,deg,8333,µV,17.643,°C,1022,hPa,35,pmil,128,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37482.09,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:31:11,1,Luka,904702187,POF1,0,min,234.735,μmol/L,Humid,27.715,deg,8380,µV,17.73,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37601.52,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:31:21,1,Luka,904702187,POF1,0.171,min,233.776,μmol/L,Humid,27.761,deg,8376,µV,17.724,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37600.54,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:31:31,1,Luka,904702187,POF1,0.337,min,233.623,μmol/L,Humid,27.768,deg,8379,µV,17.724,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37597.46,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:31:41,1,Luka,904702187,POF1,0.504,min,234.515,μmol/L,Humid,27.725,deg,8379,µV,17.73,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37595.93,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:31:51,1,Luka,904702187,POF1,0.671,min,234.049,μmol/L,Humid,27.753,deg,8377,µV,17.712,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37598.93,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:32:01,1,Luka,904702187,POF1,0.838,min,234.411,μmol/L,Humid,27.732,deg,8378,µV,17.724,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37599.56,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:32:11,1,Luka,904702187,POF1,1.004,min,234.35,μmol/L,Humid,27.737,deg,8374,µV,17.718,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37601.42,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:32:21,1,Luka,904702187,POF1,1.171,min,233.519,μmol/L,Humid,27.775,deg,8372,µV,17.718,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37592.38,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:32:31,1,Luka,904702187,POF1,1.338,min,233.59,μmol/L,Humid,27.774,deg,8368,µV,17.712,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37598.57,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:32:41,1,Luka,904702187,POF1,1.504,min,233.808,μmol/L,Humid,27.764,deg,8374,µV,17.712,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37590.91,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:32:51,1,Luka,904702187,POF1,1.671,min,234.684,μmol/L,Humid,27.724,deg,8375,µV,17.712,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37595.69,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:33:01,1,Luka,904702187,POF1,1.838,min,233.672,μmol/L,Humid,27.768,deg,8375,µV,17.718,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37596.36,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:33:11,1,Luka,904702187,POF1,2.004,min,234.141,μmol/L,Humid,27.751,deg,8374,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37590.09,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:33:21,1,Luka,904702187,POF1,2.171,min,233.29,μmol/L,Humid,27.79,deg,8375,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37591.62,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:33:31,1,Luka,904702187,POF1,2.338,min,233.595,μmol/L,Humid,27.776,deg,8375,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37593.97,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:33:41,1,Luka,904702187,POF1,2.504,min,234.338,μmol/L,Humid,27.742,deg,8378,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37590.15,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:33:51,1,Luka,904702187,POF1,2.671,min,234.514,μmol/L,Humid,27.734,deg,8372,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37591.39,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:34:01,1,Luka,904702187,POF1,2.838,min,234.076,μmol/L,Humid,27.754,deg,8370,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37591.89,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:34:11,1,Luka,904702187,POF1,3.005,min,233.66,μmol/L,Humid,27.773,deg,8378,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37588.93,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:34:21,1,Luka,904702187,POF1,3.171,min,234.514,μmol/L,Humid,27.734,deg,8375,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37587.96,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:34:31,1,Luka,904702187,POF1,3.338,min,234.278,μmol/L,Humid,27.747,deg,8376,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37590.7,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:34:41,1,Luka,904702187,POF1,3.505,min,233.797,μmol/L,Humid,27.769,deg,8373,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37588.71,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:34:51,1,Luka,904702187,POF1,3.671,min,233.578,μmol/L,Humid,27.779,deg,8371,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37591.55,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:35:01,1,Luka,904702187,POF1,3.838,min,234.365,μmol/L,Humid,27.743,deg,8370,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37588.32,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:35:11,1,Luka,904702187,POF1,4.004,min,233.802,μmol/L,Humid,27.771,deg,8370,µV,17.693,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37585.24,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:35:21,1,Luka,904702187,POF1,4.171,min,233.644,μmol/L,Humid,27.776,deg,8371,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37582.5,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:35:31,1,Luka,904702187,POF1,4.337,min,233.77,μmol/L,Humid,27.768,deg,8365,µV,17.705,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37584.76,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:35:41,1,Luka,904702187,POF1,4.504,min,234.524,μmol/L,Humid,27.738,deg,8371,µV,17.693,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37582.07,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:35:51,1,Luka,904702187,POF1,4.671,min,234.343,μmol/L,Humid,27.744,deg,8370,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37582.07,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
b2.3,Blank,15,0,07/26/2022,10:36:01,1,Luka,904702187,POF1,4.837,min,233.818,μmol/L,Humid,27.768,deg,8367,µV,17.699,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,30.45,-3,46,37580.43,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:38:34 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:47:45,2,Luka,104693451,POF2,0,min,216.986,μmol/L,Humid,28.584,deg,16915,µV,17.674,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35482.49,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:47:55,2,Luka,104693451,POF2,0.173,min,217.012,μmol/L,Humid,28.585,deg,16918,µV,17.668,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35473.51,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:48:05,2,Luka,104693451,POF2,0.34,min,216.938,μmol/L,Humid,28.591,deg,16926,µV,17.662,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35483.32,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:48:15,2,Luka,104693451,POF2,0.506,min,217.032,μmol/L,Humid,28.584,deg,16929,µV,17.668,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35503.97,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:48:25,2,Luka,104693451,POF2,0.673,min,215.466,μmol/L,Humid,28.663,deg,16928,µV,17.668,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35486.42,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:48:35,2,Luka,104693451,POF2,0.839,min,216.932,μmol/L,Humid,28.589,deg,16938,µV,17.668,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35485.13,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:48:45,2,Luka,104693451,POF2,1.006,min,216.853,μmol/L,Humid,28.593,deg,16940,µV,17.668,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35484.31,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:48:55,2,Luka,104693451,POF2,1.173,min,215.038,μmol/L,Humid,28.687,deg,16933,µV,17.662,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35470.82,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
e4.3,Sample,15,420,07/26/2022,10:49:05,2,Luka,104693451,POF2,1.34,min,215.373,μmol/L,Humid,28.67,deg,16923,µV,17.662,°C,1022,hPa,35,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,26.03,-3,46.5,35473.99,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:40:32 PM,1534-01,0,no battery,V,,µV,,µV
